OCID,CONTRACT_TITLE,CONTRACT_TYPE,PROCUREMENT_METHOD,BUYER_NAME,SUPPLIER_NAMES,CONTRACT_START_DATE,CONTRACT_END_DATE,CONTRACT_AMOUNT,CONTRACT_CURRENCY,CONTRACT_LINK
054-GADMCA-00045,"ADQUIRIR RESPIRADORES/MASCARILLAS ANTIFLUIDOS, PARA   REDUCIR LA TRANSMISIÓN DEL VIRUS Y PROTEGER A LAS PERSONAS QUE SE MOVILZAN EN LOS SITIOS PUBLICOS DE ALTO TRAFICO DE PERSONAS DEL CANTÓN ALAUSÍ. PRODUCTO QUE SERVIRÁ COMO MEDIDA DE PREVENCIO DE CONTAGIO DE COVID-19.",CHIMBORAZO,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON ALAUSI,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON ALAUSI,PONCE SIGCHAY VERONICA ALEJANDRA,11/05/2020,19/06/2020,"$10.000,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=jSopzUtwpNJlih2g2W1CE_xW9roBbHZlfvbWKt-cSkY,&idSoliCompra=TKuuOBeg7w39xhACycC1CktUxjmTnI7ylWCNvkZrbG4,"
RESOLUCION00015,"ADQUISICIÓN DE KITS DE ALIMENTOS DE PRIMERA NECESIDAD ABASTOS PARA LA ATENCIÓN DE LA POBLACIÓN VULNERABLE GRUPOS DE ATENCIÓN PRIORITARIA AFECTADAS POR LA EMERGENCIA SANITARIA DEL COVID 19, EN LAS COMUNIDADES Y BARRIOS DE LAS PARROQUIAS: COLUMBE, JUAN DE VELASCO, SANTIAGO DE QUITO, CAÑI, SICALPA",CHIMBORAZO,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON COLTA,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON COLTA,GUALAN APUGLLON MARIA JUANA,4/05/2020,8/05/2020,"$30.238,20",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=Pmbc-NVDpJRYqziDC5J8P8WiNXGlQVme_i0qr6hRoWQ,&idSoliCompra=6kliqtLvgJIXna6dTEOQBdzX-nDGm6GxaFW_eoOzN7o,"
RESOLUCION00007,"ADQUISICION DE EQUIPOS DE PROTECCION PERSONAL Y BIOSEGURIDAD PARA LA DIRECCION DE SERVICIOS  PUBLICOS DEL GAD MUNICIPAL DE COLTA, PARA LA EMERGENCIA SANITARIA  COVID-19",CHIMBORAZO,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON COLTA,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON COLTA,ALVEAR AREVALO ANGIE ANAHI,4/05/2020,11/05/2020,"$24.858,96",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=d86SodipvwVeF-W8U2RyqQRrCBboatVk75ABJknHBmc,&idSoliCompra=4_XROvMFBE3YPH9MR8GmsoM8YGdNHCHM6-ghO881pX8,"
RESOLUCION00005,ADQUISICION DE KITS DE  INSUMOS  DE DESINFECCION  PARA EL CANTON COLTA POR LA EMERGENCIA SANITARIA COVID - 19,CHIMBORAZO,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON COLTA,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON COLTA,GUALAN GUALAN MARIA CRUZ,7/04/2020,9/04/2020,"$17.800,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=VBhQyX2y4xieMIUDaLZLKgU1SYAxbTzS03rQ8F7NBdY,&idSoliCompra=m8m1cZwa6_vqPIG_l7lr9fLVzLpDQOtPUQLRK0j9hts,"
RESOLUCION00016,"MEJORAMIENTO DE  LAS INSTALACIONES DEL CENTRO DE SALUD DE LA PARROQUIA CAJABAMBA, CANTON COLTA, PERTENECIENTE A LA PROVINCIA DE CHIMBORAZO",CHIMBORAZO,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON COLTA,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON COLTA,ROJAS RAMOS CRISTIAN MAURICIO,17/03/2020,9/06/2020,"$12.999,85",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=M5py25lVWPZoD8cUrN9pksAIDw71oDUwo-AiWeUPQuA,&idSoliCompra=MTgGnam85udQML_BnzZqoWWREA9oA8ohGi-8dkJ6Jic,"
GADMCC-EMMM-RE-202000004,"ADQUISICIÓN DE PRENDAS DE PROTECCIÓN PARA DOTAR DE ELEMENTOS DE BIOSEGURIDAD AL PERSONAL DEL GAD-MUNICIPAL, PERSONAL DE SEGURIDAD INTERINSTITUCIONAL, VINCULADO EN LA GESTIÓN OPERATIVA BÁSICA, DE CONTROL Y SEGURIDAD DEL CANTÓN CUMANDÁ POR EL ESTADO DE EXCEPCIÓN Y EMERGENCIA SANITARIA COVID-19",CHIMBORAZO,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CUMANDA,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CUMANDA,GALLARDO CHIMBORAZO KENYA ARIANA,28/04/2020,29/04/2020,"$12.847,61",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=J_pYLRduGa1DTxoCiocIz4rm-8ToBPvHmwAnVdat4OU,&idSoliCompra=OGK0aEGaxlm0y_h-kekIMNrVdBQ3Y50K3xer6leYceg,"
60-A-GADM-CG-2020-00001,ADQUISICIÓN DE KITS ALIMENTICIOS A SER ENTREGADOS EN LOS SECTORES MÁS VULNERABLES DEL CANTÓN GUANO,CHIMBORAZO,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON GUANO,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON GUANO,ROSENDO GUAMAN CIA. LTDA.,17/04/2020,20/04/2020,"$32.550,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=AYC50H3hSQAns54Cqpi3zF2pGSqG4mXTkSSjnYbeW3s,&idSoliCompra=wbg89PKGSQdwthARQHcxJWilzCR3owS1LobbPBolQsc,"
010-A-PS-2020-00001,ADQUISICIÓN DE INSUMOS PARA RACIONES ALIMENTICIAS E HIGIÉNICAS KIT DE ALIMENTOS PARA LA ATENCIÓN EN SEGURIDAD ALIMENTARIA E HIGIENE AL CANTÓN PENIPE POR EMERGENCIA SANITARIA COVID-19,CHIMBORAZO,GOBIERNO AUTÓNOMO DESCENTRALIZADO MUNICIPAL DEL CANTÓN PENIPE,GOBIERNO AUTÓNOMO DESCENTRALIZADO MUNICIPAL DEL CANTÓN PENIPE,SANTILLAN VILLACIS NESTOR VICENTE,13/04/2020,20/04/2020,"$37.852,21",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=FXcdajzZhUjq9Ok5B_sXKP3d6GEETff8DwQ8rhhz3Y8,&idSoliCompra=X9opNmb6MhD2HgzSub1iFp6WqyBe5xGAZNaH_vRqg7o,"
No001-00001,ADQUISICIÓN DE INSUMOS PARA MITIGAR EL ESTADO DE EMERGENCIA SANITARIA NACIONAL DEBIDO AL BROTE DEL CORONAVIRUS COVID-19 EN LA PARROQUIA DE ILAPO,CHIMBORAZO,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE ILAPO,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE ILAPO,BENITEZ LOPEZ JANNETH MERCEDES,1/04/2020,15/04/2020,"$10.218,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=0qPmTPRXs4FzgZ27A-zFVxEz_YHdPuGI1Kz4uAY7bo8,&idSoliCompra=VRRQ_Fgoky9bFzsmWpB8YmMOam1PQVA0Pt6oOaXEpGk,"
GADPRC-006-P-2020-00001,KIT LIMPIEZA Y PREVENTIVOS,CHIMBORAZO,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE COLUMBE,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE COLUMBE,GUALAN GUALAN MARIA CRUZ,5/04/2020,7/04/2020,"$20.095,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=qa_BxnELNNujbv4bVSfOSvgnQu204jdk4iQ8ZJo_z4U,&idSoliCompra=ET7xxXAsgtQ6pDcCZBsZ9OKYBKMVmv3EoRILZbbcbig,"
017-2020-RES-00002,ADQUISICION DE KIT ALIMENTARIO,CHIMBORAZO,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PALMIRA,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PALMIRA,MOROCHO CHAFLA GRACIELA PILAR,23/04/2020,27/04/2020,"$39.904,54",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=jLcsNrtW2sRR79k3_V64to-vgd-NLV6AxFeFuglk56k,&idSoliCompra=woWHDKf7UwjQEmI0MxJX0FvvHN1dWbxOgZ_Jtngqd6Y,"
04-2020-00006,ADQUISICION DE KITS  ALIMENTICIOS PARA GRUPOS VULNERABLE DE LA PARROQUIA TIXAN,CHIMBORAZO,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE TIXAN,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE TIXAN,TOAQUIZA ORTEGA LUIS ALBERTO,20/04/2020,12/05/2020,"$24.139,50",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=7hVV4uIRjeCmptWuUGMsaKaYAq9w1YZqgsbKDKT8I4Y,&idSoliCompra=KdxewABrVTSBvpL0RAKonnmDPUZ_6-lqI-AwRxk3KSI,"
003-2020-GADPR-SC-00001,ADQUISICION DE KIT ALIMENTARIO,CHIMBORAZO,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SANTIAGO DE CALPI,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SANTIAGO DE CALPI,MOROCHO CHAFLA GRACIELA PILAR,30/04/2020,2/05/2020,"$17.160,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=e4l6XJvHsp_c-_XKdWeHO8rXtIVxfUgJRrczvPU79nU,&idSoliCompra=qNt-bFWesl95VVm5TmsoricG6Xi7vYMphsrY_g1Y4j4,"
002-2020-HB11-CP-00001,ADQUISICIÓN DE DISPOSITIVOS MÉDICOS PARA EL H.B 11 BCB  GALÁPAGOS  POR LA DECLARATORIA DE EMERGENCIA SANITARIA COVID-19,CHIMBORAZO,HOSPITAL BASICO 11 BCB GALAPAGOS,HOSPITAL BASICO 11 BCB GALAPAGOS,DIAZ LOPEZ HECTOR SEGUNDO,27/03/2020,6/04/2020,"$13.705,71",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=pBGyfA1gHj4bY2azcCSwut6On7WRTPTkiqpRIzfrtqo,&idSoliCompra=BWfmSW_KzPxF6D0MwWI6PkD7I9cgnfiNG06YectU9zc,"
002-2020-HB11-CP-00002,ADQUISICIÓN DE DISPOSITIVOS MÉDICOS PARA EL H.B 11 BCB  GALÁPAGOS  POR LA DECLARATORIA DE EMERGENCIA SANITARIA COVID-19,CHIMBORAZO,HOSPITAL BASICO 11 BCB GALAPAGOS,HOSPITAL BASICO 11 BCB GALAPAGOS,DIAZ LOPEZ HECTOR SEGUNDO,27/03/2020,10/04/2020,"$13.705,71",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=uRpQe3Q-x_cxZ9nyTHaLmAqH46623EdbuIF849k5ucM,&idSoliCompra=KYKQj30oqDO33WW6l3t8i3F844Aqmr67JDbb9wYjfb8,"
IESS-DG-AL-2020-32HR-00092,TOCILIZUMAB 20MG ML LIQUIDO PARENTERAL,CHIMBORAZO,HOSPITAL GENERAL RIOBAMBA,HOSPITAL GENERAL RIOBAMBA,QUIFATEX S.A.,4/08/2020,6/08/2020,"$85.834,80",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=U9xm6qRLZ5CZSqDSVREH3hZa-HLxp6nboysqUhg6CuQ,&idSoliCompra=CL7wKXT1GqZWqE-QF63gxWINziS_VuqEGySSzcj-xXY,"
IESS-DG-AL-2020-32HR-00061,"BATA MANGA LARGA, TALLA MEDIANA PARA USO DEL PERSONAL 06-0318 ADQUISICION DE INSUMOS DE USO GENERAL  PARA CUBRIR LA EMERGENCIA SANITARIA COVID 19.",CHIMBORAZO,HOSPITAL GENERAL RIOBAMBA,HOSPITAL GENERAL RIOBAMBA,SILVERTI S.A.,14/04/2020,15/05/2020,"$65.488,50",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=KD3IYOzUip23fAUCJIp_LotELybrJx-zQfZ8CsbGfCM,&idSoliCompra=iRA-W-KDDnkT01Rv61GLglUKLlbqEtXLlakm2-3TONg,"
IESS-DG-AL-2020-32HR-00067,"MASCARILLA N 95   06-1901  ADQUISICION DE INSUMOS DE USO GENERAL:, PARA CUBRIR LA EMERGENCIA SANITARIA COVID 19",CHIMBORAZO,HOSPITAL GENERAL RIOBAMBA,HOSPITAL GENERAL RIOBAMBA,SILVERTI S.A.,29/04/2020,6/05/2020,"$62.370,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=eUkJ6KlRG9L3hzMGk4sRJaCKAZzpoMG0_KCyxD4uE0E,&idSoliCompra=zs3sqQoAueSoQV73RSeYhw2HQsEHIlOVZw4fgPC83Xo,"
IESS-DG-AL-2020-32HR-00120,ADQUISICIÓN DE DISPOSITIVOS MÉDICOS BATA MANGA LARGA TALLA GRANDE PARA USO DEL PERSONAL BATA MANGA LARGA TALLA MEDIANA PARA USO DEL PERSONAL COMPRA EMERGENTE,CHIMBORAZO,HOSPITAL GENERAL RIOBAMBA,HOSPITAL GENERAL RIOBAMBA,BRITO RIVERA CESAR AQUILES,11/09/2020,16/09/2020,"$56.509,20",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=hm_rTmMucKQXA46wnxhtdTNdPHDJ_70qq911xqDIhJI,&idSoliCompra=ybHOU8q5kHpOZcmqGtrABnghS0kxIQgdY9ERb-vksfc,"
IESS-DG-AL-2020-32HR-00062,"BATA MANGA LARGA, TALLA GRANDE PARA USO DEL PERSONAL 06-0317: ADQUISICION DE INSUMOS DE USO GENERAL PARA CUBRIR LA EMERGENCIA SANITARIA COVID 19.",CHIMBORAZO,HOSPITAL GENERAL RIOBAMBA,HOSPITAL GENERAL RIOBAMBA,SILVERTI S.A.,14/04/2020,15/05/2020,"$45.927,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=T_PVThwOmLRXeoL1XMTgw-tDjt8dQy746wFUJl9gML8,&idSoliCompra=LbpMaHA6JaLnAuNoKE24xx6WkJoz4ZzKeszUB3D_vvs,"
IESS-DG-AL-2020-32HR-00064,"MASCARILLA QUIRÚRGICA, TIRAS, TAMAÑO ESTÁNDAR 06-1916 ADQUISICION DE INSUMOS DE USO GENERAL:  , PARA CUBRIR LA EMERGENCIA SANITARIA COVID 19.",CHIMBORAZO,HOSPITAL GENERAL RIOBAMBA,HOSPITAL GENERAL RIOBAMBA,SILVERTI S.A.,28/04/2020,6/05/2020,"$38.272,50",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=n7fN1ViSnvDzp_NtxyU1nUqC5EMfY7aNDphl-7jaFpw,&idSoliCompra=wuvuJVd3hbD7Nl69rU99j7EuBDNsOOv5m8KGEbiaLf0,"
IESS-DG-AL-2020-32HR-00003,COMPRA EMERGENTE DEDISPOSITIVOS MÉDICOS POR ESTABLECIMIENTO DE SALUD:TRAJES DE PROTECCIÓN CONTRA RIESGO.,CHIMBORAZO,HOSPITAL GENERAL RIOBAMBA,HOSPITAL GENERAL RIOBAMBA,ARELLANO ARENDS CRISTINA,28/04/2020,29/04/2020,"$36.250,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=n8jV2anmrhl3kmopY-EHnXfJImbAfA80iO7tXnWlC0M,&idSoliCompra=zR_CL25945MISHfMDRae28gJkNN8Dy35Wsc_u4cpc2M,"
IESS-DG-AL-2020-32HR-00085,ALQUILER  DE 3 VENTILADORES  MECANICOS PEDIATRICO/ INFANTIL,CHIMBORAZO,HOSPITAL GENERAL RIOBAMBA,HOSPITAL GENERAL RIOBAMBA,HOSPITAL SAN JUAN HOSPIESAJ SA,9/06/2020,7/09/2020,"$33.750,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=VV_kvFn1wi-nk9o0DW5vnxDkLkSiKuEqWcL-BzcC4f0,&idSoliCompra=NT6_lMSB9RURdijPZbpy6GXuepadlQxUYUUCpnzAsOM,"
IESS-DG-AL-2020-32HR-00121,ALQUILER DE TRES VENTILADORES MECÁNICOS  PEDIÁTRICOS  /INFANTIL-ADULTO POR TRES MESES PARA EL HOSPITAL GENERAL RIOBAMBA.,CHIMBORAZO,HOSPITAL GENERAL RIOBAMBA,HOSPITAL GENERAL RIOBAMBA,HOSPITAL SAN JUAN HOSPIESAJ SA,11/09/2020,10/12/2020,"$33.750,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=jR84kQGGNv1jPVQIisLKc7G3NGt3Ism-2YYWQeIs6nY,&idSoliCompra=0CZwXBhAuHHKVtw5OyBFKlp_cjcxmmS_v6pjKb9Nfro,"
IESS-DG-AL-2020-32HR-00060,"MASCARILLA QUIRÚRGICA, ELÁSTICO, TAMAÑO ESTÁNDAR  06-1914, ADQUISICION DE INSUMOS DE USO GENERAL: PARA CUBRIR LA EMERGENCIA SANITARIA COVID 19.",CHIMBORAZO,HOSPITAL GENERAL RIOBAMBA,HOSPITAL GENERAL RIOBAMBA,SILVERTI S.A.,14/04/2020,15/05/2020,"$32.999,40",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=tIbcemWvVJ6DjrVJkUKWhBFd6EHVBMEj3K--70L6fXA,&idSoliCompra=LvVbqVw9cxjwX7SBXkLM8Lj0p4xnO3CrR0xb7VT30Bs,"
IESS-DG-AL-2020-32HR-00074,KIT DE PRUEBA  COVID-19 IGM / IGG ORO  COLOIDAL  DISPOSITIVOS DE LABORATORIO CLINICO POR EMERGENCIA COVID 19,CHIMBORAZO,HOSPITAL GENERAL RIOBAMBA,HOSPITAL GENERAL RIOBAMBA,SALUMED S.A.,4/05/2020,14/05/2020,"$32.592,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=8b1Orhe2CwVVGMhxlD14NymRGtB1RiyShvrCdM-cuUQ,&idSoliCompra=0a3ZmpiXVHV5pQPB6Zdj7VaHzXiateQSRcduYUjC0j8,"
IESS-DG-AL-2020-32HR-00113,FENTANILO 0.5MG/ML LIQUIDO PARENTERAL,CHIMBORAZO,HOSPITAL GENERAL RIOBAMBA,HOSPITAL GENERAL RIOBAMBA,SEBALANKOR S.A.,10/09/2020,17/09/2020,"$29.700,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=jOHFu1cuJzVAXGK-S8wmLq9iEm4wiaP_j2SzytEUE0Q,&idSoliCompra=jz9ZYbPlwd4ji3Ic6lkOXdbkziJz3YOqL6ct21UqeTE,"
IESS-DG-AL-2020-32HR-00019,"CLORURO DE SODIOLÍQUIDO PARENTERAL0,90%   100 ML    COMPRA MEDICAMENTOS POR EMERGENCIA COVID-2019- ADQUISICIÓN DE MEDICAMENTOS PARA AFRONTAR LA EMERGENCIA SANITARIA PRODUCTO DE LA PANDEMIA POR COVID-19",CHIMBORAZO,HOSPITAL GENERAL RIOBAMBA,HOSPITAL GENERAL RIOBAMBA,LABORATORIOS INDUSTRIALES FARMACEUTICOS ECUATORIANOS LIFE C.A.,9/04/2020,4/05/2020,"$29.600,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=ZXdXatLz9Oq5lOEPUGbOalBUlCBaeYSPEUHCKMpckvI,&idSoliCompra=TDZI4IALUxcIjUQO7cGdYdLx7D_XTBO5kDDAFX8Bmgg,"
IESS-DG-AL-2020-32HR-00053,"CLORURO DE SODIOLÍQUIDO PARENTERAL0,90% DE 1000 ML COMPRA MEDICAMENTOS POR EMERGENCIA COVID-2019- ADQUISICIÓN DE MEDICAMENTOS PARA AFRONTAR LA EMERGENCIA SANITARIA PRODUCTO DE LA PANDEMIA POR COVID-19",CHIMBORAZO,HOSPITAL GENERAL RIOBAMBA,HOSPITAL GENERAL RIOBAMBA,LABORATORIOS INDUSTRIALES FARMACEUTICOS ECUATORIANOS LIFE C.A.,13/04/2020,6/05/2020,"$28.800,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=24PuQlgCpajSddjJhfT-v7D1a_3V4RIc-D3B6LHgwlU,&idSoliCompra=RVdThGL1fgbcrE3cKQ3QeQRYrNo0-2p6XPM_3-CA-Yg,"
IESS-DG-AL-2020-32HR-00078,CLORURO DE SODIO LIQUIDO PARENTERAL 0.90% ENVASE PLASTICO FLEXIBLE Y AUTOCOLAPSIBLE POR 100ML,CHIMBORAZO,HOSPITAL GENERAL RIOBAMBA,HOSPITAL GENERAL RIOBAMBA,BAXTER ECUADOR S.A.,5/06/2020,10/06/2020,"$28.000,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=Y4AL6wvYuuDseDcg52hlMfVLJ6kb9FujzdlBicrkTxQ,&idSoliCompra=nyWmbXVhe3EwJZdkNWv5VUxqQbE-EeAVx86z5uLsQa8,"
IESS-DG-AL-2020-32HR-00082,"BATA MANGA LARGA, TALLA GRANDE PARA USO DE PERSONAL  ADQUISICION DE DISPOSITIVOS MEDICOS",CHIMBORAZO,HOSPITAL GENERAL RIOBAMBA,HOSPITAL GENERAL RIOBAMBA,MONTUFAR PADILLA DANIELA ALEJANDRA,9/06/2020,13/06/2020,"$27.090,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=QX7IHREFcATfs6oEKOp8K0IfxsBlqlRe33mGvejbp4g,&idSoliCompra=RilfGrBu4IQFYcKnoQrTYssz4OT8h4ogMj_tWOWLGIo,"
IESS-DG-AL-2020-32HR-00107,ROCURONIO BROMURO LIQUIODO PARENTERAL  10MG/ML,CHIMBORAZO,HOSPITAL GENERAL RIOBAMBA,HOSPITAL GENERAL RIOBAMBA,SCHERING PLOUGH DEL ECUADOR S.A.,11/08/2020,12/08/2020,"$26.486,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=MW83AhgqzRiBGyPEcwfDrEN0kb3sDYPmbqTr5qsajE0,&idSoliCompra=CFOyW3l2PazaRIetwMP7r1yfAOKJXrSF1SgDnUHmjJ0,"
IESS-DG-AL-2020-32HR-00116,TRAJES DE PROTECCION CONTRA RIESGO TIPO 1 REUSABLE,CHIMBORAZO,HOSPITAL GENERAL RIOBAMBA,HOSPITAL GENERAL RIOBAMBA,INDUSTRIA DE PLASTICOS SANTOS ORTEGA E HIJOS CIA. LIMITADA,10/09/2020,22/09/2020,"$23.980,50",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=Wdv16lB39QkViLKtXOveKKXrs6OvUlCWKLeJa0GGysQ,&idSoliCompra=7P6Ew4qy0cuADIlW0F0yasOsZXll3dlipRlvXybMyuY,"
IESS-DG-AL-2020-32HR-00122,ADQUISICION DE DISPOSITIVOS MÉDICOS MASCARILLA N95,CHIMBORAZO,HOSPITAL GENERAL RIOBAMBA,HOSPITAL GENERAL RIOBAMBA,BRITO RIVERA CESAR AQUILES,11/09/2020,14/09/2020,"$22.714,60",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=gQ6oR8onyVT9q7D1NA81pC8zh_Ht71Lpd6Zohwz4pAw,&idSoliCompra=K4jShlup_bOMPienaaTcSBk0kssZego3jDu4IT92Lbg,"
IESS-DG-AL-2020-32HR-00077,"TIOTROPIO BROMUROSÓLIDO PARA INHALACIÓN22,5 MCG EQUIVALENTE A 18 MCG DE TIOTROPIO BASE  COMPRA MEDICAMENTOS POR EMERGENCIA COVID-2019- ADQUISICIÓN DE MEDICAMENTOS PARA AFRONTAR LA EMERGENCIA SANITARIA PRODUCTO DE LA PANDEMIA POR COVID-19",CHIMBORAZO,HOSPITAL GENERAL RIOBAMBA,HOSPITAL GENERAL RIOBAMBA,QUIFATEX S.A.,27/04/2020,14/05/2020,"$22.651,92",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=8jbYnRpeMd82zVbb-PLLhSqgI50KyY7wwfvCQ8CEOc8,&idSoliCompra=xfokQCcSkNlaNqVGyB8C8GPYTNq7HASaVtEM0T6JR6o,"
IESS-DG-AL-2020-32HR-00109,METILPREDNISOLONA SOLIDO PARENTERAL 500 MG,CHIMBORAZO,HOSPITAL GENERAL RIOBAMBA,HOSPITAL GENERAL RIOBAMBA,LABVITALIS S.A.,8/09/2020,18/09/2020,"$22.400,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=H41Otn8H_YCIvD19VM4YHfWtWFgOPiKfkIAjwbeVLXg,&idSoliCompra=ecbSWzjkc3ojLDO3qfC8_MD7mM7yxmLJkVHohK34rSY,"
IESS-DG-AL-2020-32HR-00114,ENOXAPARINA 40 MG LIQUIDO PARENTERAL,CHIMBORAZO,HOSPITAL GENERAL RIOBAMBA,HOSPITAL GENERAL RIOBAMBA,CORPORACION MAGMA ECUADOR S.A.,10/09/2020,15/09/2020,"$22.200,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=SI9FyTdQuOZftmsGaelN5i41AOPzdRy7oCNHvgfOG4g,&idSoliCompra=BWUMHVVN5H4LEfbftb1IDXVl05tE8boUJVCsiZcpwy8,"
